Feature Count,RMSE,R²,MAPE,Training Time,Prediction Time
5,166399.14122364606,0.14247092666803896,28.21257375319367,1.6784381866455078,0.04761219024658203
10,139735.69930180602,0.3952701068397817,22.347540873757318,2.496522903442383,0.11781835556030273
20,127616.77442130074,0.4956149346980421,20.213648790309303,3.156278133392334,0.1939985752105713
30,123234.78877365465,0.529658454376954,19.621572413726508,4.258272647857666,0.20552420616149902
50,98878.2738542236,0.6972051778635344,15.796211798305352,6.0291571617126465,0.24066734313964844
75,78752.67242491615,0.8079221471033563,12.439162061623607,8.074431419372559,0.24022293090820312
100,54128.83580219905,0.9092588947486823,7.697324057325769,11.930917024612427,0.2909414768218994
109,54228.120751569986,0.9089257086226066,7.717862565492759,14.319990158081055,0.36745166778564453
