model_name,mse,rmse,mae,r2,adjusted_r2,mape,training_time,prediction_time,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,n_estimators,max_depth
Random Forest Regression,10196510625.34502,100977.7729272389,77880.99187954991,0.6842100764874448,0.6837851834822701,15.991569356359664,2.414046287536621,0.08201861381530762,0.6257223395927533,0.005205594521244536,109500.63220999177,1034.0156440941319,50,10
