Feature Count,RMSE,R²,MAPE,Training Time,Prediction Time
5,166399.14122364606,0.14247092666803896,28.21257375319367,1.6438298225402832,0.048191070556640625
10,139735.69930180602,0.3952701068397817,22.347540873757318,2.195298671722412,0.11281251907348633
20,127616.77442130074,0.4956149346980421,20.213648790309303,3.313056230545044,0.19169378280639648
30,123234.78877365465,0.529658454376954,19.621572413726508,3.9575111865997314,0.2029099464416504
50,98878.2738542236,0.6972051778635344,15.796211798305352,5.862116813659668,0.2711801528930664
75,78752.67242491615,0.8079221471033563,12.439162061623607,7.638192892074585,0.23189496994018555
100,54128.83580219905,0.9092588947486823,7.697324057325769,10.889418363571167,0.30028367042541504
109,54228.120751569986,0.9089257086226066,7.717862565492759,11.480786085128784,0.2690107822418213
