model_name,mse,rmse,mae,r2,adjusted_r2,mape,training_time,prediction_time,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std
Linear Regression,9604210705.085087,98001.07502004805,79235.04659269963,0.7025538367587727,0.7021536251472955,16.473098111023205,0.30887579917907715,0.005686521530151367,0.5427474872488232,0.2010439859138605,109534.31883488139,30943.977407652743
