model_name,mse,rmse,mae,r2,adjusted_r2,mape,training_time,prediction_time,weights,weights_lr,weights_dt,weights_rf
Ensemble (LR + DT + RF),5871578625.220199,76626.22674528741,57428.26204755374,0.8181549126867604,0.8179102414674722,11.710955082171848,9.686685562133789,0.06628012657165527,"[np.float64(0.1), np.float64(0.0), np.float64(0.9)]",0.1,0.0,0.9
