model_name,mse,rmse,mae,r2,adjusted_r2,mape,training_time,prediction_time,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std
Decision Tree Regression,8921128578.187206,94451.72617897042,70781.86706243061,0.7237091574887579,0.723337410204769,14.413655569790668,0.41714954376220703,0.00800323486328125,0.5631759391225949,0.1453329251560099,108317.04867354454,23476.317697608913
